iso_code,scenario,overshoot_year_aiaware
ISL,ndc+AI_CLEAN,2025.0
ISL,ndc+AI_CONSERVATIVE,2025.0
ISR,ambitious,2025.0
ISR,ambitious+AI_CLEAN,2025.0
ISR,ambitious+AI_CONSERVATIVE,2025.0
ISR,baseline,2025.0
ISR,baseline+AI_CLEAN,2025.0
ISR,baseline+AI_CONSERVATIVE,2025.0
ISR,ndc,2025.0
ISR,ndc+AI_CLEAN,2025.0
ISR,ndc+AI_CONSERVATIVE,2025.0
ITA,ambitious,2025.0
