iso_code,country,year,scenario,debt_gt
ECU,Ecuador,2043,ambitious,-0.1181697953403853
ECU,Ecuador,2044,ambitious,-0.12520956815091755
ECU,Ecuador,2045,ambitious,-0.1322493409614497
ECU,Ecuador,2046,ambitious,-0.13928911377198183
ECU,Ecuador,2047,ambitious,-0.14632888658251408
ECU,Ecuador,2048,ambitious,-0.15336865939304622
ECU,Ecuador,2049,ambitious,-0.16040843220357837
ECU,Ecuador,2050,ambitious,-0.16744820501411062
ECU,Ecuador,2025,baseline,-0.00031002053183015743
ECU,Ecuador,2026,baseline,-0.000620041063660301
ECU,Ecuador,2027,baseline,-0.0009300615954904723
ECU,Ecuador,2028,baseline,-0.001240082127320602
ECU,Ecuador,2029,baseline,-0.0015501026591507594
ECU,Ecuador,2030,baseline,-0.0018601231909809168
ECU,Ecuador,2031,baseline,-0.0021701437228110465
ECU,Ecuador,2032,baseline,-0.002480164254641204
ECU,Ecuador,2033,baseline,-0.0027901847864713614
ECU,Ecuador,2034,baseline,-0.0031002053183014633
ECU,Ecuador,2035,baseline,-0.0034102258501316207
ECU,Ecuador,2036,baseline,-0.0037202463819618337
ECU,Ecuador,2037,baseline,-0.004030266913791936
ECU,Ecuador,2038,baseline,-0.004340287445622093
ECU,Ecuador,2039,baseline,-0.0046503079774522504
ECU,Ecuador,2040,baseline,-0.004960328509282408
ECU,Ecuador,2041,baseline,-0.005270349041112565
ECU,Ecuador,2042,baseline,-0.005580369572942723
ECU,Ecuador,2043,baseline,-0.00589039010477288
ECU,Ecuador,2044,baseline,-0.006200410636603038
ECU,Ecuador,2045,baseline,-0.006510431168433195
ECU,Ecuador,2046,baseline,-0.0068204517002632414
ECU,Ecuador,2047,baseline,-0.00713047223209351
ECU,Ecuador,2048,baseline,-0.007440492763923667
ECU,Ecuador,2049,baseline,-0.007750513295753714
ECU,Ecuador,2050,baseline,-0.008060533827583871
ECU,Ecuador,2025,ndc,-0.00031002053183015743
ECU,Ecuador,2026,ndc,-0.002179001063660299
ECU,Ecuador,2027,ndc,-0.005606941595490467
ECU,Ecuador,2028,ndc,-0.01059384212732059
ECU,Ecuador,2029,ndc,-0.01713970265915077
ECU,Ecuador,2030,ndc,-0.02524452319098089
ECU,Ecuador,2031,ndc,-0.034908303722811035
ECU,Ecuador,2032,ndc,-0.04613104425464121
ECU,Ecuador,2033,ndc,-0.05891274478647135
ECU,Ecuador,2034,ndc,-0.07325340531830143
ECU,Ecuador,2035,ndc,-0.08915302585013163
ECU,Ecuador,2036,ndc,-0.10661160638196177
ECU,Ecuador,2037,ndc,-0.12562914691379196
ECU,Ecuador,2038,ndc,-0.14620564744562203
ECU,Ecuador,2039,ndc,-0.16834110797745228
ECU,Ecuador,2040,ndc,-0.1920355285092824
ECU,Ecuador,2041,ndc,-0.21728890904111248
ECU,Ecuador,2042,ndc,-0.2441012495729427
ECU,Ecuador,2043,ndc,-0.27247255010477284
ECU,Ecuador,2044,ndc,-0.30240281063660307
ECU,Ecuador,2045,ndc,-0.33389203116843313
ECU,Ecuador,2046,ndc,-0.36694021170026325
ECU,Ecuador,2047,ndc,-0.4015473522320935
ECU,Ecuador,2048,ndc,-0.4377134527639236
ECU,Ecuador,2049,ndc,-0.4754385132957537
ECU,Ecuador,2050,ndc,-0.5147225338275839
EGY,"Egypt, Arab Rep.",2025,ambitious,6.453778004722466e-05
EGY,"Egypt, Arab Rep.",2026,ambitious,-0.008034020445707335
EGY,"Egypt, Arab Rep.",2027,ambitious,-0.023780060014082838
EGY,"Egypt, Arab Rep.",2028,ambitious,-0.04670532314338194
EGY,"Egypt, Arab Rep.",2029,ambitious,-0.07638328185272658
EGY,"Egypt, Arab Rep.",2030,ambitious,-0.11242432255247903
EGY,"Egypt, Arab Rep.",2031,ambitious,-0.14846536325223125
EGY,"Egypt, Arab Rep.",2032,ambitious,-0.1845064039519837
EGY,"Egypt, Arab Rep.",2033,ambitious,-0.22054744465173615
EGY,"Egypt, Arab Rep.",2034,ambitious,-0.2565884853514886
EGY,"Egypt, Arab Rep.",2035,ambitious,-0.2926295260512406
EGY,"Egypt, Arab Rep.",2036,ambitious,-0.32867056675099304
EGY,"Egypt, Arab Rep.",2037,ambitious,-0.3647116074507455
EGY,"Egypt, Arab Rep.",2038,ambitious,-0.4007526481504984
EGY,"Egypt, Arab Rep.",2039,ambitious,-0.4367936888502504
EGY,"Egypt, Arab Rep.",2040,ambitious,-0.4728347295500024
EGY,"Egypt, Arab Rep.",2041,ambitious,-0.5088757702497548
EGY,"Egypt, Arab Rep.",2042,ambitious,-0.5449168109495073
EGY,"Egypt, Arab Rep.",2043,ambitious,-0.5809578516492602
EGY,"Egypt, Arab Rep.",2044,ambitious,-0.6169988923490122
EGY,"Egypt, Arab Rep.",2045,ambitious,-0.6530399330487651
EGY,"Egypt, Arab Rep.",2046,ambitious,-0.6890809737485162
EGY,"Egypt, Arab Rep.",2047,ambitious,-0.7251220144482691
EGY,"Egypt, Arab Rep.",2048,ambitious,-0.7611630551480211
EGY,"Egypt, Arab Rep.",2049,ambitious,-0.797204095847774
EGY,"Egypt, Arab Rep.",2050,ambitious,-0.8332451365475269
EGY,"Egypt, Arab Rep.",2025,baseline,0.008797213985362706
EGY,"Egypt, Arab Rep.",2026,baseline,0.017594427970725413
EGY,"Egypt, Arab Rep.",2027,baseline,0.02639164195608823
EGY,"Egypt, Arab Rep.",2028,baseline,0.03518885594145105
EGY,"Egypt, Arab Rep.",2029,baseline,0.043986069926813975
EGY,"Egypt, Arab Rep.",2030,baseline,0.05278328391217646
EGY,"Egypt, Arab Rep.",2031,baseline,0.061580497897539166
EGY,"Egypt, Arab Rep.",2032,baseline,0.0703777118829021
EGY,"Egypt, Arab Rep.",2033,baseline,0.0791749258682648
EGY,"Egypt, Arab Rep.",2034,baseline,0.0879721398536275
EGY,"Egypt, Arab Rep.",2035,baseline,0.09676935383899021
EGY,"Egypt, Arab Rep.",2036,baseline,0.10556656782435292
EGY,"Egypt, Arab Rep.",2037,baseline,0.11436378180971563
EGY,"Egypt, Arab Rep.",2038,baseline,0.12316099579507789
EGY,"Egypt, Arab Rep.",2039,baseline,0.13195820978044104
EGY,"Egypt, Arab Rep.",2040,baseline,0.1407554237658042
EGY,"Egypt, Arab Rep.",2041,baseline,0.14955263775116645
EGY,"Egypt, Arab Rep.",2042,baseline,0.1583498517365296
EGY,"Egypt, Arab Rep.",2043,baseline,0.16714706572189186
EGY,"Egypt, Arab Rep.",2044,baseline,0.175944279707255
EGY,"Egypt, Arab Rep.",2045,baseline,0.18474149369261728
EGY,"Egypt, Arab Rep.",2046,baseline,0.19353870767798043
EGY,"Egypt, Arab Rep.",2047,baseline,0.20233592166334358
EGY,"Egypt, Arab Rep.",2048,baseline,0.21113313564870584
EGY,"Egypt, Arab Rep.",2049,baseline,0.2199303496340681
EGY,"Egypt, Arab Rep.",2050,baseline,0.22872756361943125
EGY,"Egypt, Arab Rep.",2025,ndc,0.008797213985362706
EGY,"Egypt, Arab Rep.",2026,ndc,0.007232739970725377
EGY,"Egypt, Arab Rep.",2027,ndc,-0.004693422043911877
EGY,"Egypt, Arab Rep.",2028,ndc,-0.026981272058548944
EGY,"Egypt, Arab Rep.",2029,ndc,-0.05963081007318616
EGY,"Egypt, Arab Rep.",2030,ndc,-0.10264203608782374
EGY,"Egypt, Arab Rep.",2031,ndc,-0.1560149501024608
EGY,"Egypt, Arab Rep.",2032,ndc,-0.219749552117098
EGY,"Egypt, Arab Rep.",2033,ndc,-0.29384584213173537
EGY,"Egypt, Arab Rep.",2034,ndc,-0.37830382014637287
EGY,"Egypt, Arab Rep.",2035,ndc,-0.47312348616100985
EGY,"Egypt, Arab Rep.",2036,ndc,-0.5783048401756474
EGY,"Egypt, Arab Rep.",2037,ndc,-0.6938478821902847
EGY,"Egypt, Arab Rep.",2038,ndc,-0.8197526122049221
EGY,"Egypt, Arab Rep.",2039,ndc,-0.9560190302195593
EGY,"Egypt, Arab Rep.",2040,ndc,-1.102647136234196
EGY,"Egypt, Arab Rep.",2041,ndc,-1.2596369302488335
EGY,"Egypt, Arab Rep.",2042,ndc,-1.426988412263471
EGY,"Egypt, Arab Rep.",2043,ndc,-1.6047015822781083
EGY,"Egypt, Arab Rep.",2044,ndc,-1.7927764402927457
EGY,"Egypt, Arab Rep.",2045,ndc,-1.9912129863073829
EGY,"Egypt, Arab Rep.",2046,ndc,-2.2000112203220197
EGY,"Egypt, Arab Rep.",2047,ndc,-2.419171142336657
EGY,"Egypt, Arab Rep.",2048,ndc,-2.648692752351294
EGY,"Egypt, Arab Rep.",2049,ndc,-2.888576050365932
EGY,"Egypt, Arab Rep.",2050,ndc,-3.1388210363805693
ESP,Spain,2025,ambitious,0.11107616911095496
ESP,Spain,2026,ambitious,0.2106675059381924
ESP,Spain,2027,ambitious,0.29993005353685853
ESP,Spain,2028,ambitious,0.3798536709604209
ESP,Spain,2029,ambitious,0.45129242923497614
ESP,Spain,2030,ambitious,0.5149883617232331
ESP,Spain,2031,ambitious,0.5786842942114903
ESP,Spain,2032,ambitious,0.6423802266997474
ESP,Spain,2033,ambitious,0.7060761591880045
ESP,Spain,2034,ambitious,0.7697720916762614
ESP,Spain,2035,ambitious,0.8334680241645185
ESP,Spain,2036,ambitious,0.8971639566527756
ESP,Spain,2037,ambitious,0.9608598891410327
ESP,Spain,2038,ambitious,1.0245558216292898
ESP,Spain,2039,ambitious,1.088251754117547
ESP,Spain,2040,ambitious,1.1519476866058036
ESP,Spain,2041,ambitious,1.2156436190940607
ESP,Spain,2042,ambitious,1.2793395515823178
ESP,Spain,2043,ambitious,1.3430354840705747
ESP,Spain,2044,ambitious,1.406731416558832
ESP,Spain,2045,ambitious,1.470427349047089
ESP,Spain,2046,ambitious,1.5341232815353463
ESP,Spain,2047,ambitious,1.5978192140236032
ESP,Spain,2048,ambitious,1.66151514651186
ESP,Spain,2049,ambitious,1.7252110790001174
ESP,Spain,2050,ambitious,1.7889070114883743
ESP,Spain,2025,baseline,0.12392263373052968
ESP,Spain,2026,baseline,0.2478452674610594
ESP,Spain,2027,baseline,0.3717679011915891
ESP,Spain,2028,baseline,0.4956905349221188
ESP,Spain,2029,baseline,0.6196131686526485
ESP,Spain,2030,baseline,0.7435358023831782
ESP,Spain,2031,baseline,0.8674584361137079
ESP,Spain,2032,baseline,0.9913810698442376
ESP,Spain,2033,baseline,1.1153037035747675
ESP,Spain,2034,baseline,1.239226337305297
ESP,Spain,2035,baseline,1.3631489710358264
ESP,Spain,2036,baseline,1.4870716047663564
ESP,Spain,2037,baseline,1.6109942384968863
ESP,Spain,2038,baseline,1.7349168722274158
ESP,Spain,2039,baseline,1.8588395059579452
ESP,Spain,2040,baseline,1.9827621396884751
ESP,Spain,2041,baseline,2.106684773419005
ESP,Spain,2042,baseline,2.230607407149535
ESP,Spain,2043,baseline,2.354530040880064
ESP,Spain,2044,baseline,2.478452674610594
ESP,Spain,2045,baseline,2.6023753083411236
ESP,Spain,2046,baseline,2.726297942071653
ESP,Spain,2047,baseline,2.8502205758021826
ESP,Spain,2048,baseline,2.9741432095327127
ESP,Spain,2049,baseline,3.0980658432632424
ESP,Spain,2050,baseline,3.2219884769937726
ESP,Spain,2025,ndc,0.12392263373052968
ESP,Spain,2026,ndc,0.2386630194610594
ESP,Spain,2027,ndc,0.3442211571915891
ESP,Spain,2028,ndc,0.44059704692211876
ESP,Spain,2029,ndc,0.5277906886526484
ESP,Spain,2030,ndc,0.6058020823831782
ESP,Spain,2031,ndc,0.6746312281137079
ESP,Spain,2032,ndc,0.7342781258442377
ESP,Spain,2033,ndc,0.7847427755747673
ESP,Spain,2034,ndc,0.8260251773052971
ESP,Spain,2035,ndc,0.8581253310358268
ESP,Spain,2036,ndc,0.8810432367663563
ESP,Spain,2037,ndc,0.8947788944968862
ESP,Spain,2038,ndc,0.899332304227416
ESP,Spain,2039,ndc,0.8947034659579456
ESP,Spain,2040,ndc,0.8808923796884751
ESP,Spain,2041,ndc,0.857899045419005
ESP,Spain,2042,ndc,0.8257234631495347
ESP,Spain,2043,ndc,0.7843656328800641
ESP,Spain,2044,ndc,0.7338255546105943
ESP,Spain,2045,ndc,0.6741032283411235
ESP,Spain,2046,ndc,0.6051986540716534
ESP,Spain,2047,ndc,0.5271118318021828
ESP,Spain,2048,ndc,0.43984276153271296
ESP,Spain,2049,ndc,0.34339144326324256
ESP,Spain,2050,ndc,0.2377578769937725
EST,Estonia,2025,ambitious,0.007390564245527982
EST,Estonia,2026,ambitious,0.014456614378173274
EST,Estonia,2027,ambitious,0.021217817919927516
EST,Estonia,2028,ambitious,0.02769210702319496
EST,Estonia,2029,ambitious,0.03389587679874529
EST,Estonia,2030,ambitious,0.03984415609811748
EST,Estonia,2031,ambitious,0.045792435397489666
EST,Estonia,2032,ambitious,0.05174071469686187
EST,Estonia,2033,ambitious,0.057688993996234054
EST,Estonia,2034,ambitious,0.06363727329560624
EST,Estonia,2035,ambitious,0.06958555259497842
EST,Estonia,2036,ambitious,0.07553383189435062
EST,Estonia,2037,ambitious,0.08148211119372281
EST,Estonia,2038,ambitious,0.08743039049309499
EST,Estonia,2039,ambitious,0.0933786697924672
EST,Estonia,2040,ambitious,0.09932694909183937
EST,Estonia,2041,ambitious,0.10527522839121156
EST,Estonia,2042,ambitious,0.11122350769058374
EST,Estonia,2043,ambitious,0.11717178698995595
EST,Estonia,2044,ambitious,0.12312006628932812
EST,Estonia,2045,ambitious,0.1290683455887003
EST,Estonia,2046,ambitious,0.13501662488807253
EST,Estonia,2047,ambitious,0.14096490418744467
EST,Estonia,2048,ambitious,0.1469131834868169
EST,Estonia,2049,ambitious,0.15286146278618906
EST,Estonia,2050,ambitious,0.15880974208556126
EST,Estonia,2025,baseline,0.007736712632601339
EST,Estonia,2026,baseline,0.015473425265202678
EST,Estonia,2027,baseline,0.023210137897804017
EST,Estonia,2028,baseline,0.030946850530405356
EST,Estonia,2029,baseline,0.038683563163006696
EST,Estonia,2030,baseline,0.046420275795608035
EST,Estonia,2031,baseline,0.05415698842820937
EST,Estonia,2032,baseline,0.06189370106081071
EST,Estonia,2033,baseline,0.06963041369341205
EST,Estonia,2034,baseline,0.07736712632601339
EST,Estonia,2035,baseline,0.08510383895861473
EST,Estonia,2036,baseline,0.09284055159121607
EST,Estonia,2037,baseline,0.10057726422381741
EST,Estonia,2038,baseline,0.10831397685641873
EST,Estonia,2039,baseline,0.11605068948902009
EST,Estonia,2040,baseline,0.12378740212162143
EST,Estonia,2041,baseline,0.13152411475422277
EST,Estonia,2042,baseline,0.1392608273868241
EST,Estonia,2043,baseline,0.14699754001942544
EST,Estonia,2044,baseline,0.15473425265202678
EST,Estonia,2045,baseline,0.16247096528462812
EST,Estonia,2046,baseline,0.17020767791722946
EST,Estonia,2047,baseline,0.1779443905498308
EST,Estonia,2048,baseline,0.18568110318243214
EST,Estonia,2049,baseline,0.19341781581503345
EST,Estonia,2050,baseline,0.20115452844763482
EST,Estonia,2025,ndc,0.007736712632601339
EST,Estonia,2026,ndc,0.01504420126520268
EST,Estonia,2027,ndc,0.021922465897804017
EST,Estonia,2028,ndc,0.028371506530405356
EST,Estonia,2029,ndc,0.03439132316300669
EST,Estonia,2030,ndc,0.03998191579560803
EST,Estonia,2031,ndc,0.04514328442820937
EST,Estonia,2032,ndc,0.049875429060810716
EST,Estonia,2033,ndc,0.054178349693412044
EST,Estonia,2034,ndc,0.05805204632601339
EST,Estonia,2035,ndc,0.06149651895861472
EST,Estonia,2036,ndc,0.06451176759121606
EST,Estonia,2037,ndc,0.0670977922238174
EST,Estonia,2038,ndc,0.06925459285641875
EST,Estonia,2039,ndc,0.07098216948902009
EST,Estonia,2040,ndc,0.07228052212162142
EST,Estonia,2041,ndc,0.07314965075422275
EST,Estonia,2042,ndc,0.07358955538682409
EST,Estonia,2043,ndc,0.07360023601942545
EST,Estonia,2044,ndc,0.07318169265202679
EST,Estonia,2045,ndc,0.07233392528462812
EST,Estonia,2046,ndc,0.07105693391722946
EST,Estonia,2047,ndc,0.06935071854983078
EST,Estonia,2048,ndc,0.06721527918243214
EST,Estonia,2049,ndc,0.06465061581503345
EST,Estonia,2050,ndc,0.0616567284476348
FIN,Finland,2025,ambitious,0.022931684377233676
FIN,Finland,2026,ambitious,0.0440243739222719
FIN,Finland,2027,ambitious,0.06346101872574234
FIN,Finland,2028,ambitious,0.08139856168485513
FIN,Finland,2029,ambitious,0.0979726448812464
FIN,Finland,2030,ambitious,0.11330129742929845
FIN,Finland,2031,ambitious,0.1286299499773505
FIN,Finland,2032,ambitious,0.14395860252540255
FIN,Finland,2033,ambitious,0.15928725507345456
FIN,Finland,2034,ambitious,0.17461590762150664
FIN,Finland,2035,ambitious,0.18994456016955866
FIN,Finland,2036,ambitious,0.20527321271761073
FIN,Finland,2037,ambitious,0.22060186526566275
FIN,Finland,2038,ambitious,0.23593051781371482
FIN,Finland,2039,ambitious,0.2512591703617668
FIN,Finland,2040,ambitious,0.2665878229098189
FIN,Finland,2041,ambitious,0.2819164754578709
FIN,Finland,2042,ambitious,0.297245128005923
FIN,Finland,2043,ambitious,0.312573780553975
FIN,Finland,2044,ambitious,0.32790243310202705
FIN,Finland,2045,ambitious,0.3432310856500792
FIN,Finland,2046,ambitious,0.3585597381981312
FIN,Finland,2047,ambitious,0.37388839074618324
FIN,Finland,2048,ambitious,0.38921704329423523
FIN,Finland,2049,ambitious,0.4045456958422874
FIN,Finland,2050,ambitious,0.4198743483903394
FIN,Finland,2025,baseline,0.024985718700491405
FIN,Finland,2026,baseline,0.04997143740098281
FIN,Finland,2027,baseline,0.07495715610147421
FIN,Finland,2028,baseline,0.09994287480196562
FIN,Finland,2029,baseline,0.12492859350245702
FIN,Finland,2030,baseline,0.14991431220294843
FIN,Finland,2031,baseline,0.17490003090343983
FIN,Finland,2032,baseline,0.19988574960393124
FIN,Finland,2033,baseline,0.22487146830442264
FIN,Finland,2034,baseline,0.24985718700491405
FIN,Finland,2035,baseline,0.2748429057054055
FIN,Finland,2036,baseline,0.29982862440589686
FIN,Finland,2037,baseline,0.32481434310638824
FIN,Finland,2038,baseline,0.34980006180687967
FIN,Finland,2039,baseline,0.374785780507371
FIN,Finland,2040,baseline,0.3997714992078625
FIN,Finland,2041,baseline,0.42475721790835397
FIN,Finland,2042,baseline,0.4497429366088453
FIN,Finland,2043,baseline,0.4747286553093366
FIN,Finland,2044,baseline,0.4997143740098281
FIN,Finland,2045,baseline,0.5247000927103196
FIN,Finland,2046,baseline,0.549685811410811
FIN,Finland,2047,baseline,0.5746715301113023
FIN,Finland,2048,baseline,0.5996572488117937
FIN,Finland,2049,baseline,0.6246429675122852
FIN,Finland,2050,baseline,0.6496286862127765
FIN,Finland,2025,ndc,0.024985718700491405
FIN,Finland,2026,ndc,0.04848400540098281
FIN,Finland,2027,ndc,0.07049486010147422
FIN,Finland,2028,ndc,0.09101828280196564
FIN,Finland,2029,ndc,0.11005427350245703
FIN,Finland,2030,ndc,0.12760283220294844
FIN,Finland,2031,ndc,0.14366395890343986
FIN,Finland,2032,ndc,0.15823765360393127
FIN,Finland,2033,ndc,0.17132391630442265
FIN,Finland,2034,ndc,0.18292274700491407
FIN,Finland,2035,ndc,0.19303414570540547
FIN,Finland,2036,ndc,0.20165811240589693
FIN,Finland,2037,ndc,0.20879464710638831
FIN,Finland,2038,ndc,0.21444374980687975
FIN,Finland,2039,ndc,0.21860542050737117
FIN,Finland,2040,ndc,0.22127965920786258
FIN,Finland,2041,ndc,0.22246646590835398
FIN,Finland,2042,ndc,0.22216584060884537
FIN,Finland,2043,ndc,0.2203777833093368
FIN,Finland,2044,ndc,0.21710229400982822
FIN,Finland,2045,ndc,0.21233937271031966
FIN,Finland,2046,ndc,0.20608901941081104
FIN,Finland,2047,ndc,0.19835123411130245
FIN,Finland,2048,ndc,0.18912601681179386
FIN,Finland,2049,ndc,0.17841336751228531
FIN,Finland,2050,ndc,0.1662132862127767
FRA,France,2025,ambitious,0.13475409021895302
FRA,France,2026,ambitious,0.26063465221260573
FRA,France,2027,ambitious,0.3781794755703397
FRA,France,2028,ambitious,0.4878788978589461
FRA,France,2029,ambitious,0.5901812277109229
FRA,France,2030,ambitious,0.6854974147060605
FRA,France,2031,ambitious,0.780813601701198
FRA,France,2032,ambitious,0.8761297886963357
FRA,France,2033,ambitious,0.9714459756914733
FRA,France,2034,ambitious,1.066762162686611
FRA,France,2035,ambitious,1.1620783496817486
FRA,France,2036,ambitious,1.2573945366768864
FRA,France,2037,ambitious,1.3527107236720242
FRA,France,2038,ambitious,1.4480269106671617
FRA,France,2039,ambitious,1.5433430976622993
FRA,France,2040,ambitious,1.6386592846574373
FRA,France,2041,ambitious,1.7339754716525748
FRA,France,2042,ambitious,1.8292916586477124
FRA,France,2043,ambitious,1.92460784564285
FRA,France,2044,ambitious,2.019924032637988
FRA,France,2045,ambitious,2.1152402196331255
FRA,France,2046,ambitious,2.210556406628263
FRA,France,2047,ambitious,2.305872593623401
FRA,France,2048,ambitious,2.4011887806185386
FRA,France,2049,ambitious,2.496504967613676
FRA,France,2050,ambitious,2.591821154608814
FRA,France,2025,baseline,0.14421918699256925
FRA,France,2026,baseline,0.2884383739851385
FRA,France,2027,baseline,0.4326575609777078
FRA,France,2028,baseline,0.576876747970277
FRA,France,2029,baseline,0.7210959349628463
FRA,France,2030,baseline,0.8653151219554157
FRA,France,2031,baseline,1.009534308947985
FRA,France,2032,baseline,1.1537534959405542
FRA,France,2033,baseline,1.2979726829331233
FRA,France,2034,baseline,1.4421918699256926
FRA,France,2035,baseline,1.5864110569182617
FRA,France,2036,baseline,1.7306302439108314
FRA,France,2037,baseline,1.8748494309034007
FRA,France,2038,baseline,2.01906861789597
FRA,France,2039,baseline,2.163287804888539
FRA,France,2040,baseline,2.3075069918811084
FRA,France,2041,baseline,2.4517261788736775
FRA,France,2042,baseline,2.5959453658662466
FRA,France,2043,baseline,2.7401645528588157
FRA,France,2044,baseline,2.884383739851385
FRA,France,2045,baseline,3.0286029268439543
FRA,France,2046,baseline,3.1728221138365234
FRA,France,2047,baseline,3.317041300829093
FRA,France,2048,baseline,3.461260487821663
FRA,France,2049,baseline,3.605479674814232
FRA,France,2050,baseline,3.7496988618068015
FRA,France,2025,ndc,0.14421918699256925
FRA,France,2026,ndc,0.2767016539851386
FRA,France,2027,ndc,0.3974474009777078
FRA,France,2028,ndc,0.506456427970277
FRA,France,2029,ndc,0.6037287349628464
FRA,France,2030,ndc,0.6892643219554156
FRA,France,2031,ndc,0.7630631889479849
FRA,France,2032,ndc,0.8251253359405541
FRA,France,2033,ndc,0.8754507629331234
FRA,France,2034,ndc,0.9140394699256928
FRA,France,2035,ndc,0.940891456918262
FRA,France,2036,ndc,0.9560067239108314
FRA,France,2037,ndc,0.9593852709034008
FRA,France,2038,ndc,0.9510270978959698
FRA,France,2039,ndc,0.9309322048885389
FRA,France,2040,ndc,0.8991005918811084
FRA,France,2041,ndc,0.8555322588736773
FRA,France,2042,ndc,0.8002272058662467
FRA,France,2043,ndc,0.7331854328588157
FRA,France,2044,ndc,0.6544069398513854
FRA,France,2045,ndc,0.5638917268439547
FRA,France,2046,ndc,0.46163979383652354
FRA,France,2047,ndc,0.3476511408290932
FRA,France,2048,ndc,0.2219257678216624
FRA,France,2049,ndc,0.08446367481423156
FRA,France,2050,ndc,-0.06473513819319887
GBR,United Kingdom,2025,ambitious,0.166584822968832
GBR,United Kingdom,2026,ambitious,0.31974439453276304
GBR,United Kingdom,2027,ambitious,0.46057220322657777
GBR,United Kingdom,2028,ambitious,0.5900333682521736
GBR,United Kingdom,2029,ambitious,0.7089839759215733
GBR,United Kingdom,2030,ambitious,0.8181869073878294
GBR,United Kingdom,2031,ambitious,0.9273898388540858
GBR,United Kingdom,2032,ambitious,1.0365927703203421
GBR,United Kingdom,2033,ambitious,1.1457957017865983
GBR,United Kingdom,2034,ambitious,1.2549986332528547
GBR,United Kingdom,2035,ambitious,1.3642015647191108
GBR,United Kingdom,2036,ambitious,1.4734044961853674
GBR,United Kingdom,2037,ambitious,1.5826074276516235
GBR,United Kingdom,2038,ambitious,1.6918103591178797
GBR,United Kingdom,2039,ambitious,1.801013290584136
GBR,United Kingdom,2040,ambitious,1.910216222050392
GBR,United Kingdom,2041,ambitious,2.0194191535166484
GBR,United Kingdom,2042,ambitious,2.128622084982905
GBR,United Kingdom,2043,ambitious,2.2378250164491615
GBR,United Kingdom,2044,ambitious,2.347027947915417
GBR,United Kingdom,2045,ambitious,2.456230879381674
GBR,United Kingdom,2046,ambitious,2.56543381084793
GBR,United Kingdom,2047,ambitious,2.674636742314186
GBR,United Kingdom,2048,ambitious,2.7838396737804425
GBR,United Kingdom,2049,ambitious,2.8930426052466993
GBR,United Kingdom,2050,ambitious,3.002245536712955
GBR,United Kingdom,2025,baseline,0.18125575407800334
GBR,United Kingdom,2026,baseline,0.36251150815600663
GBR,United Kingdom,2027,baseline,0.5437672622340101
GBR,United Kingdom,2028,baseline,0.7250230163120134
GBR,United Kingdom,2029,baseline,0.9062787703900166
GBR,United Kingdom,2030,baseline,1.0875345244680201
GBR,United Kingdom,2031,baseline,1.2687902785460232
GBR,United Kingdom,2032,baseline,1.4500460326240268
GBR,United Kingdom,2033,baseline,1.6313017867020303
GBR,United Kingdom,2034,baseline,1.8125575407800332
GBR,United Kingdom,2035,baseline,1.9938132948580367
GBR,United Kingdom,2036,baseline,2.1750690489360403
GBR,United Kingdom,2037,baseline,2.3563248030140436
GBR,United Kingdom,2038,baseline,2.5375805570920464
GBR,United Kingdom,2039,baseline,2.7188363111700498
GBR,United Kingdom,2040,baseline,2.9000920652480535
GBR,United Kingdom,2041,baseline,3.081347819326057
GBR,United Kingdom,2042,baseline,3.2626035734040606
GBR,United Kingdom,2043,baseline,3.443859327482063
GBR,United Kingdom,2044,baseline,3.6251150815600663
GBR,United Kingdom,2045,baseline,3.80637083563807
GBR,United Kingdom,2046,baseline,3.9876265897160734
GBR,United Kingdom,2047,baseline,4.168882343794078
GBR,United Kingdom,2048,baseline,4.3501380978720805
GBR,United Kingdom,2049,baseline,4.531393851950084
GBR,United Kingdom,2050,baseline,4.712649606028087
GBR,United Kingdom,2025,ndc,0.18125575407800334
GBR,United Kingdom,2026,ndc,0.34927545215600664
GBR,United Kingdom,2027,ndc,0.5040590942340101
GBR,United Kingdom,2028,ndc,0.6456066803120134
GBR,United Kingdom,2029,ndc,0.7739182103900166
GBR,United Kingdom,2030,ndc,0.88899368446802
GBR,United Kingdom,2031,ndc,0.9908331025460235
GBR,United Kingdom,2032,ndc,1.0794364646240269
GBR,United Kingdom,2033,ndc,1.1548037707020304
GBR,United Kingdom,2034,ndc,1.2169350207800336
GBR,United Kingdom,2035,ndc,1.2658302148580367
GBR,United Kingdom,2036,ndc,1.30148935293604
GBR,United Kingdom,2037,ndc,1.3239124350140437
GBR,United Kingdom,2038,ndc,1.333099461092047
GBR,United Kingdom,2039,ndc,1.3290504311700504
GBR,United Kingdom,2040,ndc,1.311765345248054
GBR,United Kingdom,2041,ndc,1.281244203326057
GBR,United Kingdom,2042,ndc,1.2374870054040605
GBR,United Kingdom,2043,ndc,1.180493751482064
GBR,United Kingdom,2044,ndc,1.1102644415600667
GBR,United Kingdom,2045,ndc,1.0267990756380705
GBR,United Kingdom,2046,ndc,0.9300976537160737
GBR,United Kingdom,2047,ndc,0.8201601757940771
GBR,United Kingdom,2048,ndc,0.6969866418720807
GBR,United Kingdom,2049,ndc,0.5605770519500846
GBR,United Kingdom,2050,ndc,0.41093140602808775
GRC,Greece,2025,ambitious,0.033641969241470324
GRC,Greece,2026,ambitious,0.06538070165166193
GRC,Greece,2027,ambitious,0.09534050440118427
GRC,Greece,2028,ambitious,0.12363389137581048
