iso_code,country,year,scenario,debt_gt,fs_gt,emissions_mt,ai_emissions_mt_eff,emissions_gt,cum_emissions_gt,cum_fs_gt,scenario_base,debt_gt_base,debt_delta_gt
AZE,Azerbaijan,2030,ndc+AI_CONSERVATIVE,0.0792179488779864,0.0,9.270991479664398,0.0,0.009270991479664398,0.0792179488779864,0.0,ndc,0.0792179488779864,0.0
AZE,Azerbaijan,2050,ndc+AI_CONSERVATIVE,-0.0656502215287253,0.0,-22.185008520335593,0.0,-0.022185008520335593,-0.0656502215287253,0.0,ndc,-0.0656502215287253,0.0
BEL,Belgium,2030,ambitious+AI_CONSERVATIVE,0.3280933000953995,0.0,47.78734207845081,0.0,0.04778734207845081,0.3280933000953995,0.0,ambitious,0.3280933000953995,0.0
BEL,Belgium,2050,ambitious+AI_CONSERVATIVE,1.283840141664416,0.0,47.78734207845115,0.0,0.047787342078451145,1.283840141664416,0.0,ambitious,1.283840141664416,0.0
BEL,Belgium,2030,baseline+AI_CONSERVATIVE,0.395278164101723,0.0,65.87969401695392,0.0,0.06587969401695393,0.395278164101723,0.0,baseline,0.395278164101723,0.0
BEL,Belgium,2050,baseline+AI_CONSERVATIVE,1.7128720444407997,0.0,65.87969401695415,0.0,0.06587969401695415,1.7128720444407997,0.0,baseline,1.7128720444407997,0.0
BEL,Belgium,2030,ndc+AI_CONSERVATIVE,0.3402980041017229,0.0,47.55297401695391,0.0,0.047552974016953915,0.3402980041017229,0.0,ndc,0.3402980041017229,0.0
BEL,Belgium,2050,ndc+AI_CONSERVATIVE,0.5216352444407992,0.0,-25.753905983046167,0.0,-0.025753905983046166,0.5216352444407992,0.0,ndc,0.5216352444407992,0.0
BGD,Bangladesh,2030,ambitious+AI_CONSERVATIVE,-1.681953029738048,0.0,-287.10307216783093,0.0,-0.28710307216783093,-1.681953029738048,0.0,ambitious,-1.6819530297380478,-2.220446049250313e-16
BGD,Bangladesh,2050,ambitious+AI_CONSERVATIVE,-7.424014473094672,0.0,-287.10307216783093,0.0,-0.28710307216783093,-7.424014473094672,0.0,ambitious,-7.424014473094672,0.0
BGD,Bangladesh,2030,baseline+AI_CONSERVATIVE,-1.6175838331177834,0.0,-269.59730551963037,0.0,-0.26959730551963035,-1.6175838331177834,0.0,baseline,-1.6175838331177832,-2.220446049250313e-16
BGD,Bangladesh,2050,baseline+AI_CONSERVATIVE,-7.009529943510394,0.0,-269.59730551962923,0.0,-0.26959730551962924,-7.009529943510394,0.0,baseline,-7.009529943510394,0.0
BGD,Bangladesh,2030,ndc+AI_CONSERVATIVE,-1.680604593117783,0.0,-290.6042255196302,0.0,-0.29060422551963017,-1.680604593117783,0.0,ndc,-1.680604593117783,0.0
BGD,Bangladesh,2050,ndc+AI_CONSERVATIVE,-8.374979743510394,0.0,-374.63190551962987,0.0,-0.3746319055196299,-8.374979743510394,0.0,ndc,-8.374979743510394,0.0
BGR,Bulgaria,2030,ambitious+AI_CONSERVATIVE,0.1321199756443752,0.0,19.059661047029593,0.0,0.019059661047029594,0.1321199756443752,0.0,ambitious,0.1321199756443752,0.0
BGR,Bulgaria,2050,ambitious+AI_CONSERVATIVE,0.5133131965849675,0.0,19.059661047029554,0.0,0.019059661047029552,0.5133131965849675,0.0,ambitious,0.5133131965849675,0.0
BGR,Bulgaria,2030,baseline+AI_CONSERVATIVE,0.1607656202752297,0.0,26.79427004587151,0.0,0.02679427004587151,0.1607656202752297,0.0,baseline,0.1607656202752297,0.0
BGR,Bulgaria,2050,baseline+AI_CONSERVATIVE,0.6966510211926624,0.0,26.79427004587165,0.0,0.02679427004587165,0.6966510211926624,0.0,baseline,0.6966510211926624,0.0
BGR,Bulgaria,2030,ndc+AI_CONSERVATIVE,0.1362381002752298,0.0,18.618430045871715,0.0,0.018618430045871714,0.1362381002752298,0.0,ndc,0.1362381002752298,0.0
BGR,Bulgaria,2050,ndc+AI_CONSERVATIVE,0.1652214211926625,0.0,-14.084929954128384,0.0,-0.014084929954128385,0.1652214211926625,0.0,ndc,0.1652214211926625,0.0
BLR,Belarus,2030,ambitious+AI_CONSERVATIVE,0.2007171939630692,0.0,29.607508388484582,0.0,0.029607508388484582,0.2007171939630692,0.0,ambitious,0.2007171939630692,0.0
BLR,Belarus,2050,ambitious+AI_CONSERVATIVE,0.7928673617327615,0.0,29.607508388484693,0.0,0.029607508388484693,0.7928673617327615,0.0,ambitious,0.7928673617327615,0.0
BLR,Belarus,2030,baseline+AI_CONSERVATIVE,0.2372380502825524,0.0,39.5396750470921,0.0,0.039539675047092104,0.2372380502825524,0.0,baseline,0.2372380502825524,0.0
BLR,Belarus,2050,baseline+AI_CONSERVATIVE,1.0280315512243938,0.0,39.53967504709222,0.0,0.039539675047092215,1.0280315512243938,0.0,baseline,1.0280315512243938,0.0
BLR,Belarus,2030,ndc+AI_CONSERVATIVE,0.2014822502825524,0.0,27.621075047092102,0.0,0.027621075047092103,0.2014822502825524,0.0,ndc,0.2014822502825524,0.0
BLR,Belarus,2050,ndc+AI_CONSERVATIVE,0.2533225512243938,0.0,-20.053324952907904,0.0,-0.020053324952907903,0.2533225512243938,0.0,ndc,0.2533225512243938,0.0
BRA,Brazil,2030,ambitious+AI_CONSERVATIVE,-0.4697822304156185,0.0,-117.31796002454553,0.0,-0.11731796002454553,-0.4697822304156185,0.0,ambitious,-0.4697822304156185,0.0
BRA,Brazil,2050,ambitious+AI_CONSERVATIVE,-2.816141430906528,0.0,-117.31796002454465,0.0,-0.11731796002454464,-2.816141430906528,0.0,ambitious,-2.816141430906528,0.0
BRA,Brazil,2030,baseline+AI_CONSERVATIVE,0.0964296279933796,0.0,16.071604665563108,0.0,0.016071604665563108,0.0964296279933796,0.0,baseline,0.0964296279933796,0.0
BRA,Brazil,2050,baseline+AI_CONSERVATIVE,0.4178617213046465,0.0,16.07160466556401,0.0,0.01607160466556401,0.4178617213046465,0.0,baseline,0.4178617213046465,0.0
BRA,Brazil,2030,ndc+AI_CONSERVATIVE,-0.1900014920066204,0.0,-79.40543533443689,0.0,-0.07940543533443689,-0.1900014920066204,0.0,ndc,-0.1900014920066204,0.0
BRA,Brazil,2050,ndc+AI_CONSERVATIVE,-5.788145878695356,0.0,-461.3135953344365,0.0,-0.4613135953344365,-5.788145878695356,0.0,ndc,-5.788145878695356,0.0
CAN,Canada,2030,ambitious+AI_CONSERVATIVE,2.3245421865311453,0.0,341.59571150160787,2.6638559999999996,0.3415957115016079,2.3245421865311453,0.0,ambitious,2.311389397531145,0.013152789000000276
CAN,Canada,2050,ambitious+AI_CONSERVATIVE,9.162419569213299,0.0,341.70670550160787,2.7748500000000003,0.34170670550160787,9.162419569213299,0.0,ambitious,9.090026507563298,0.07239306165000059
CAN,Canada,2030,baseline+AI_CONSERVATIVE,2.7862872296368026,0.0,464.85292943946735,2.6638559999999996,0.4648529294394674,2.7862872296368026,0.0,baseline,2.773134440636803,0.013152788999999832
CAN,Canada,2050,baseline+AI_CONSERVATIVE,12.089308971076147,0.0,464.96392343946826,2.7748500000000003,0.4649639234394683,12.089308971076147,0.0,baseline,12.016915909426146,0.07239306165000059
CAN,Canada,2030,ndc+AI_CONSERVATIVE,2.456427629636803,0.0,354.8997294394677,2.6638559999999996,0.35489972943946774,2.456427629636803,0.0,ndc,2.443274840636803,0.013152788999999832
CAN,Canada,2050,ndc+AI_CONSERVATIVE,4.942350971076145,0.0,-84.80207656053263,2.7748500000000003,-0.08480207656053262,4.942350971076145,0.0,ndc,4.869957909426145,0.0723930616499997
CHE,Switzerland,2030,ambitious+AI_CONSERVATIVE,0.0691098397365202,0.0,9.2948999203228,0.0,0.009294899920322801,0.0691098397365202,0.0,ambitious,0.0691098397365202,0.0
CHE,Switzerland,2050,ambitious+AI_CONSERVATIVE,0.2550078381429779,0.0,9.294899920322896,0.0,0.009294899920322897,0.2550078381429779,0.0,ambitious,0.2550078381429779,0.0
CHE,Switzerland,2030,baseline+AI_CONSERVATIVE,0.09022639952113151,0.0,15.037733253521896,0.0,0.015037733253521897,0.09022639952113151,0.0,baseline,0.0902263995211315,1.3877787807814457e-17
CHE,Switzerland,2050,baseline+AI_CONSERVATIVE,0.39098106459157,0.0,15.03773325352209,0.0,0.01503773325352209,0.39098106459157,0.0,baseline,0.39098106459157,0.0
CHE,Switzerland,2030,ndc+AI_CONSERVATIVE,0.0695521995211315,0.0,8.146333253521897,0.0,0.008146333253521897,0.0695521995211315,0.0,ndc,0.0695521995211315,0.0
CHE,Switzerland,2050,ndc+AI_CONSERVATIVE,-0.05695993540843,0.0,-19.419266746478097,0.0,-0.0194192667464781,-0.05695993540843,0.0,ndc,-0.05695993540843,0.0
CHL,Chile,2030,ambitious+AI_CONSERVATIVE,0.1497183889495323,0.0,16.31294444202569,0.0,0.01631294444202569,0.1497183889495323,0.0,ambitious,0.1497183889495323,0.0
CHL,Chile,2050,ambitious+AI_CONSERVATIVE,0.475977277790047,0.0,16.312944442025803,0.0,0.016312944442025804,0.475977277790047,0.0,ambitious,0.475977277790047,0.0
CHL,Chile,2030,baseline+AI_CONSERVATIVE,0.2410508166516712,0.0,40.17513610861179,0.0,0.040175136108611786,0.2410508166516712,0.0,baseline,0.2410508166516712,0.0
CHL,Chile,2050,baseline+AI_CONSERVATIVE,1.044553538823909,0.0,40.17513610861179,0.0,0.040175136108611786,1.044553538823909,0.0,baseline,1.044553538823909,0.0
CHL,Chile,2030,ndc+AI_CONSERVATIVE,0.1911746166516713,0.0,23.549736108611885,0.0,0.023549736108611885,0.1911746166516713,0.0,ndc,0.1911746166516713,0.0
CHL,Chile,2050,ndc+AI_CONSERVATIVE,-0.03609746117609091,0.0,-42.9518638913881,0.0,-0.0429518638913881,-0.03609746117609091,0.0,ndc,-0.0360974611760909,-6.938893903907228e-18
CHN,China,2030,ambitious+AI_CONSERVATIVE,41.40067474610739,0.0,6091.878045556931,40.14,6.091878045556931,41.40067474610739,0.0,ambitious,41.20248349610739,0.1981912500000007
CHN,China,2050,ambitious+AI_CONSERVATIVE,163.32809071974617,0.0,6093.550545556959,41.81250000000001,6.093550545556959,163.32809071974617,0.0,ambitious,162.23724440724618,1.0908463124999912
CHN,China,2030,baseline+AI_CONSERVATIVE,49.289698801110795,0.0,8222.057925185132,40.14,8.222057925185132,49.289698801110795,0.0,baseline,49.091507551110794,0.1981912500000007
CHN,China,2050,baseline+AI_CONSERVATIVE,213.82071236731346,0.0,8223.730425185133,41.81250000000001,8.223730425185133,213.82071236731346,0.0,baseline,212.72986605481344,1.0908463125000196
CHN,China,2030,ndc+AI_CONSERVATIVE,44.46221614396794,0.0,6612.897039470844,40.14,6.612897039470844,44.46221614396794,0.0,ndc,44.26402489396794,0.1981912500000007
CHN,China,2050,ndc+AI_CONSERVATIVE,109.22525479588488,0.0,177.9259966137172,41.81250000000001,0.1779259966137172,109.22525479588488,0.0,ndc,108.13440848338487,1.0908463125000054
COL,Colombia,2030,ambitious+AI_CONSERVATIVE,-0.1919000774897857,0.0,-40.389562342454084,0.0,-0.04038956234245408,-0.1919000774897857,0.0,ambitious,-0.1919000774897857,0.0
COL,Colombia,2050,ambitious+AI_CONSERVATIVE,-0.999691324338868,0.0,-40.38956234245394,0.0,-0.040389562342453944,-0.999691324338868,0.0,ambitious,-0.999691324338868,0.0
COL,Colombia,2030,baseline+AI_CONSERVATIVE,-0.1073853374779213,0.0,-17.897556246320196,0.0,-0.017897556246320195,-0.1073853374779213,0.0,baseline,-0.1073853374779213,0.0
COL,Colombia,2050,baseline+AI_CONSERVATIVE,-0.4653364624043257,0.0,-17.89755624631978,0.0,-0.01789755624631978,-0.4653364624043257,0.0,baseline,-0.4653364624043257,0.0
COL,Colombia,2030,ndc+AI_CONSERVATIVE,-0.1652355374779214,0.0,-37.180956246320314,0.0,-0.03718095624632031,-0.1652355374779214,0.0,ndc,-0.1652355374779214,0.0
COL,Colombia,2050,ndc+AI_CONSERVATIVE,-1.7187574624043258,0.0,-114.3145562463197,0.0,-0.1143145562463197,-1.7187574624043258,0.0,ndc,-1.7187574624043258,0.0
CYP,Cyprus,2030,ambitious+AI_CONSERVATIVE,0.0210493695335904,0.0,3.0449115186851996,0.0,0.0030449115186852,0.0210493695335904,0.0,ambitious,0.0210493695335904,0.0
CYP,Cyprus,2050,ambitious+AI_CONSERVATIVE,0.0819475999072948,0.0,3.044911518685203,0.0,0.0030449115186852033,0.0819475999072948,0.0,ambitious,0.0819475999072948,0.0
CYP,Cyprus,2030,baseline+AI_CONSERVATIVE,0.0254496691114655,0.0,4.2416115185776,0.0,0.0042416115185776,0.0254496691114655,0.0,baseline,0.0254496691114655,0.0
CYP,Cyprus,2050,baseline+AI_CONSERVATIVE,0.1102818994830175,0.0,4.241611518577604,0.0,0.004241611518577604,0.1102818994830175,0.0,baseline,0.1102818994830175,0.0
CYP,Cyprus,2030,ndc+AI_CONSERVATIVE,0.0211415491114655,0.0,2.805571518577601,0.0,0.0028055715185776008,0.0211415491114655,0.0,ndc,0.0211415491114655,0.0
CYP,Cyprus,2050,ndc+AI_CONSERVATIVE,0.0169392994830174,0.0,-2.9385884814225016,0.0,-0.0029385884814225015,0.0169392994830174,0.0,ndc,0.0169392994830174,0.0
CZE,Czechia,2030,ambitious+AI_CONSERVATIVE,0.3515089395658104,0.0,51.40627437697781,0.0,0.05140627437697781,0.3515089395658104,0.0,ambitious,0.3515089395658104,0.0
CZE,Czechia,2050,ambitious+AI_CONSERVATIVE,1.3796344271053642,0.0,51.40627437697765,0.0,0.05140627437697765,1.3796344271053642,0.0,ambitious,1.3796344271053642,0.0
CZE,Czechia,2030,baseline+AI_CONSERVATIVE,0.4216533307469163,0.0,70.27555512448602,0.0,0.07027555512448602,0.4216533307469163,0.0,baseline,0.4216533307469163,0.0
CZE,Czechia,2050,baseline+AI_CONSERVATIVE,1.8271644332366377,0.0,70.27555512448625,0.0,0.07027555512448624,1.8271644332366377,0.0,baseline,1.8271644332366377,0.0
CZE,Czechia,2030,ndc+AI_CONSERVATIVE,0.3652461307469163,0.0,51.47315512448603,0.0,0.051473155124486025,0.3652461307469163,0.0,ndc,0.3652461307469163,0.0
CZE,Czechia,2050,ndc+AI_CONSERVATIVE,0.6050084332366377,0.0,-23.73644487551385,0.0,-0.02373644487551385,0.6050084332366377,0.0,ndc,0.6050084332366377,0.0
DEU,Germany,2030,ambitious+AI_CONSERVATIVE,2.458283635462847,0.0,364.90504145215607,7.255223999999998,0.3649050414521561,2.458283635462847,0.0,ambitious,2.422460966962847,0.03582266849999982
DEU,Germany,2050,ambitious+AI_CONSERVATIVE,9.772625585730975,0.0,365.2073424521596,7.557524999999998,0.3652073424521596,9.772625585730975,0.0,ambitious,9.575457316005975,0.19716826972499923
DEU,Germany,2030,baseline+AI_CONSERVATIVE,2.9014381568052654,0.0,484.8578053842111,7.255223999999998,0.4848578053842111,2.9014381568052654,0.0,baseline,2.8656154883052656,0.03582266849999982
DEU,Germany,2050,baseline+AI_CONSERVATIVE,12.614835385714485,0.0,485.16010638421284,7.557524999999998,0.48516010638421286,12.614835385714485,0.0,baseline,12.417667115989484,0.197168269725001
DEU,Germany,2030,ndc+AI_CONSERVATIVE,2.5048880768052655,0.0,352.6744453842107,7.255223999999998,0.35267444538421067,2.5048880768052655,0.0,ndc,2.469065408305265,0.035822668500000265
DEU,Germany,2050,ndc+AI_CONSERVATIVE,4.022916985714484,0.0,-175.75669361578923,7.557524999999998,-0.17575669361578924,4.022916985714484,0.0,ndc,3.825748715989483,0.19716826972500057
DNK,Denmark,2030,ambitious+AI_CONSERVATIVE,0.0692751604981394,0.0,8.957857571367592,0.0,0.008957857571367592,0.0692751604981394,0.0,ambitious,0.0692751604981394,0.0
DNK,Denmark,2050,ambitious+AI_CONSERVATIVE,0.2484323119254923,0.0,8.957857571367716,0.0,0.008957857571367717,0.2484323119254923,0.0,ambitious,0.2484323119254923,0.0
DNK,Denmark,2030,baseline+AI_CONSERVATIVE,0.0954655428160565,0.0,15.9109238026761,0.0,0.0159109238026761,0.0954655428160565,0.0,baseline,0.0954655428160565,0.0
DNK,Denmark,2050,baseline+AI_CONSERVATIVE,0.4136840188695783,0.0,15.910923802676002,0.0,0.015910923802676002,0.4136840188695783,0.0,baseline,0.4136840188695783,0.0
DNK,Denmark,2030,ndc+AI_CONSERVATIVE,0.0781230228160565,0.0,10.130083802676104,0.0,0.010130083802676104,0.0781230228160565,0.0,ndc,0.0781230228160565,0.0
DNK,Denmark,2050,ndc+AI_CONSERVATIVE,0.0379294188695782,0.0,-12.993276197323897,0.0,-0.012993276197323898,0.0379294188695782,0.0,ndc,0.0379294188695782,0.0
DZA,Algeria,2030,ambitious+AI_CONSERVATIVE,0.3541406352244348,0.0,47.532833139485476,0.0,0.047532833139485475,0.3541406352244348,0.0,ambitious,0.3541406352244348,0.0
DZA,Algeria,2050,ambitious+AI_CONSERVATIVE,1.3047972980141431,0.0,47.53283313948553,0.0,0.04753283313948553,1.3047972980141431,0.0,ambitious,1.3047972980141431,0.0
DZA,Algeria,2030,baseline+AI_CONSERVATIVE,0.4632713981831885,0.0,77.21189969719799,0.0,0.077211899697198,0.4632713981831885,0.0,baseline,0.4632713981831885,0.0
DZA,Algeria,2050,baseline+AI_CONSERVATIVE,2.007509392127151,0.0,77.21189969719822,0.0,0.07721189969719822,2.007509392127151,0.0,baseline,2.007509392127151,0.0
DZA,Algeria,2030,ndc+AI_CONSERVATIVE,0.3564267581831887,0.0,41.5970196971982,0.0,0.0415970196971982,0.3564267581831887,0.0,ndc,0.3564267581831887,0.0
DZA,Algeria,2050,ndc+AI_CONSERVATIVE,-0.3074578078728494,0.0,-100.86250030280166,0.0,-0.10086250030280167,-0.3074578078728494,0.0,ndc,-0.3074578078728494,0.0
ECU,Ecuador,2030,ambitious+AI_CONSERVATIVE,-0.0266527488034669,0.0,-7.039772810532099,0.0,-0.0070397728105320995,-0.0266527488034669,0.0,ambitious,-0.0266527488034669,0.0
ECU,Ecuador,2050,ambitious+AI_CONSERVATIVE,-0.1674482050141106,0.0,-7.03977281053228,0.0,-0.00703977281053228,-0.1674482050141106,0.0,ambitious,-0.1674482050141106,0.0
ECU,Ecuador,2030,baseline+AI_CONSERVATIVE,-0.0018601231909809001,0.0,-0.31002053183019995,0.0,-0.0003100205318302,-0.0018601231909809001,0.0,baseline,-0.0018601231909809,-2.168404344971009e-19
ECU,Ecuador,2050,baseline+AI_CONSERVATIVE,-0.0080605338275838,0.0,-0.3100205318301002,0.0,-0.0003100205318301002,-0.0080605338275838,0.0,baseline,-0.0080605338275838,0.0
ECU,Ecuador,2030,ndc+AI_CONSERVATIVE,-0.0252445231909808,0.0,-8.1048205318301,0.0,-0.0081048205318301,-0.0252445231909808,0.0,ndc,-0.0252445231909808,0.0
ECU,Ecuador,2050,ndc+AI_CONSERVATIVE,-0.5147225338275839,0.0,-39.28402053183022,0.0,-0.03928402053183022,-0.5147225338275839,0.0,ndc,-0.5147225338275839,0.0
EGY,"Egypt, Arab Rep.",2030,ambitious+AI_CONSERVATIVE,-0.112424322552479,0.0,-36.0410406997525,0.0,-0.0360410406997525,-0.112424322552479,0.0,ambitious,-0.112424322552479,0.0
EGY,"Egypt, Arab Rep.",2050,ambitious+AI_CONSERVATIVE,-0.8332451365475269,0.0,-36.04104069975289,0.0,-0.03604104069975289,-0.8332451365475269,0.0,ambitious,-0.8332451365475269,0.0
EGY,"Egypt, Arab Rep.",2030,baseline+AI_CONSERVATIVE,0.0527832839121764,0.0,8.797213985362498,0.0,0.008797213985362498,0.0527832839121764,0.0,baseline,0.0527832839121764,0.0
EGY,"Egypt, Arab Rep.",2050,baseline+AI_CONSERVATIVE,0.2287275636194312,0.0,8.797213985363095,0.0,0.008797213985363095,0.2287275636194312,0.0,baseline,0.2287275636194312,0.0
EGY,"Egypt, Arab Rep.",2030,ndc+AI_CONSERVATIVE,-0.1026420360878237,0.0,-43.01122601463759,0.0,-0.043011226014637596,-0.1026420360878237,0.0,ndc,-0.1026420360878237,0.0
EGY,"Egypt, Arab Rep.",2050,ndc+AI_CONSERVATIVE,-3.1388210363805693,0.0,-250.2449860146374,0.0,-0.2502449860146374,-3.1388210363805693,0.0,ndc,-3.1388210363805693,0.0
ESP,Spain,2030,ambitious+AI_CONSERVATIVE,0.5149883617232331,0.0,63.69593248825706,0.0,0.06369593248825706,0.5149883617232331,0.0,ambitious,0.5149883617232331,0.0
ESP,Spain,2050,ambitious+AI_CONSERVATIVE,1.7889070114883745,0.0,63.695932488257114,0.0,0.06369593248825711,1.7889070114883745,0.0,ambitious,1.7889070114883745,0.0
ESP,Spain,2030,baseline+AI_CONSERVATIVE,0.7435358023831782,0.0,123.9226337305297,0.0,0.1239226337305297,0.7435358023831782,0.0,baseline,0.7435358023831782,0.0
ESP,Spain,2050,baseline+AI_CONSERVATIVE,3.221988476993773,0.0,123.92263373053058,0.0,0.12392263373053058,3.221988476993773,0.0,baseline,3.221988476993773,0.0
ESP,Spain,2030,ndc+AI_CONSERVATIVE,0.6058020823831782,0.0,78.01139373052979,0.0,0.07801139373052979,0.6058020823831782,0.0,ndc,0.6058020823831782,0.0
ESP,Spain,2050,ndc+AI_CONSERVATIVE,0.23775787699377252,0.0,-105.63356626947001,0.0,-0.10563356626947001,0.23775787699377252,0.0,ndc,0.2377578769937725,2.7755575615628914e-17
EST,Estonia,2030,ambitious+AI_CONSERVATIVE,0.0398441560981174,0.0,5.948279299372201,0.0,0.005948279299372201,0.0398441560981174,0.0,ambitious,0.0398441560981174,0.0
EST,Estonia,2050,ambitious+AI_CONSERVATIVE,0.1588097420855612,0.0,5.948279299372194,0.0,0.0059482792993721945,0.1588097420855612,0.0,ambitious,0.1588097420855612,0.0
EST,Estonia,2030,baseline+AI_CONSERVATIVE,0.046420275795608,0.0,7.736712632601401,0.0,0.007736712632601402,0.046420275795608,0.0,baseline,0.046420275795608,0.0
EST,Estonia,2050,baseline+AI_CONSERVATIVE,0.2011545284476348,0.0,7.736712632601394,0.0,0.007736712632601395,0.2011545284476348,0.0,baseline,0.2011545284476348,0.0
EST,Estonia,2030,ndc+AI_CONSERVATIVE,0.039981915795608,0.0,5.590592632601401,0.0,0.005590592632601401,0.039981915795608,0.0,ndc,0.039981915795608,0.0
